RECORD NO.(Order)	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Voucher Number	Sub From	Sub To	Copies	Note
o1031145	12/01/1996	729.73	usd472.5	S6.054-909	13/11/1995	11803			1	v.156-157 1996
o1031145	6/07/1995	616.71	usd409.5	S5.049-454	23/01/1995	8273			1	v.154-155 1995
o1031515	4/02/2021	873.3	usd613.83	7197308	13/11/2020	141127	1/01/2021	31/12/2021	1	2021
o1031515	28/02/2020	972.24	usd605.23	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1031515	17/01/2019	828.92	usd560.08	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1031515	4/12/2017	735.94	usd532.13	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1031515	21/12/2016	706.28	usd497.73	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
o1031515	27/11/2015	721.55	usd474.08	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1031515	1/12/2014	552.03	usd428.93	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1031515	3/12/2013	473.37	usd384.85	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1031515	14/01/2013	466.1	usd350.45	7093551	21/11/2012	119039			1	2013
o1031515	21/12/2011	453.15	usd349.38	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1031515	20/12/2010	333.09	usd236.5	7077853	1/12/2010	110633			1	2011
o1031515	11/11/2009	358.06	usd207.68	0317748	25/10/2009	106165	1/01/2010	31/12/2010	1	2010                 !15512986
o1031515	27/11/2008	284.5	usd207.68	0227441	9/11/2008	101245	1/01/2009	31/12/2009	1	2009
o1031515	22/04/2008	27.23	usd21.2	0176375	6/04/2008	97842			1	2008                 !15512986
o1031515	10/12/2007	241.97	usd185.5	0122507	11/11/2007	95892			1	2008
o1031515	10/10/2006	304.34	usd194.78	5003347	24/09/2006	89293			1	2007                 !155
o1031515	17/10/2005	287.17	usd197.56	6015851	21/09/2005	82637			1	2006                 !155
o1031515	2/11/2004	292.75	usd198.49	5073679	13/10/2004	75671			1	2005                 !155
o1031515	19/11/2003	298.47	usd185.5	4073609	10/11/2003	69579			1	2004                 !155
o1031515	26/11/2002	375.8	usd185.5	3061035	5/11/2002	63367			1	2003                 !155
o1031515	17/04/2002	425.57	usd183.75	2759607	8/04/2002	59081			1	2002                 !155
o1031515	7/02/2002	-190.97	usd-78.75	S2.165-772	10/01/2002	57970			1	Ceased publication
o1031515	4/12/2001	190.97	usd78.75	2053328	7/11/2001	57113			1	2002                 !3841
o1031515	11/12/2000	186.95	usd78.75	1060447	7/11/2000	50840			1	2001 V 19            !3841
o1031515	2/11/1999	153.95	usd79.5	0057708	12/10/1999	42915			1	2000                 !3841
o1031515	17/11/1998	152.35	usd79.5	9067221	5/11/1998	36369			1	1999                 !3841
o1031515	4/12/1997	131.93	usd79.5	8065124	11/12/1997	28329			1	1998 Volume 16
o1031515	5/11/1996	97.56	usd68.25	7036568	10/10/1996	17951			1	1997 Volume 15
o1031515	12/01/1996	178.38	usd57.75	S6.054-909	13/11/1995	11803			2	1996
o1031515	13/11/1995	88.56	usd57.75	S6.011-806	25/09/1995	10645			1	v.13 1995
o1031515	6/07/1995	86.97	usd57.75	S5.049-454	23/01/1995	8273			1	v.13 1995
o1031521	2/02/2021	2055.52	usd1444.8	7197972	27/11/2020	141096	1/01/2021	31/12/2021	1	2021
o1031521	28/02/2020	2320.93	usd1444.8	7184774	13/11/2019	139363	2/01/2020	1/01/2021	1	2020
o1031521	17/01/2019	2082.63	usd1407.18	7172922	26/10/2018	136876	1/01/2019	31/12/2019	1	2019
o1031521	4/12/2017	1886.66	usd1364.18	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1031521	21/12/2016	1868.65	usd1316.88	7146320	30/11/2016	131761	1/01/2017	31/12/2017	1	2017
o1031521	27/11/2015	1963.38	usd1290	7134813	13/11/2015	128832	1/01/2016	31/12/2016	1	2016
o1031521	1/12/2014	1610.42	usd1251.3	7119522	21/11/2014	125750	1/01/2015	31/12/2015	1	2015
o1031521	28/11/2013	1510.01	usd1227.65	7102828	20/11/2013	122193	1/01/2014	31/12/2014	1	2014
o1031521	20/12/2012	1554.14	usd1168.53	7093552	21/11/2012	118915	1/01/2013	31/12/2013	1	2013
o1031521	21/12/2011	1444.47	usd1113.7	7083962	9/12/2011	115035	1/01/2012	31/12/2012	1	2012
o1031521	16/12/2010	2181.72	usd1549.08	7076351	1/12/2010	110622			1	2011
o1031521	11/11/2009	2128.11	usd1234.33	0317546	25/10/2009	106166	1/01/2010	31/12/2010	1	2010                 !38411490
o1031521	27/11/2008	1651.57	usd1205.61	0227554	9/11/2008	101247	1/01/2009	31/12/2009	1	2009 V 328 -
o1031521	10/12/2007	1473.75	usd1129.83	0122289	11/11/2007	95893			1	2008 V 324 -
o1031521	10/10/2006	1672.25	usd1070.24	5003381	24/09/2006	89295			1	2007 V 320 - 323     !38
o1031521	17/10/2005	1498.01	usd1030.55	6015850	21/09/2005	82636			1	2006 V 316 - 319     !38
o1031521	2/11/2004	1430.34	usd969.79	5073678	13/10/2004	75670			1	2005 V 312 - 315     !384
o1031521	29/10/2003	1486.58	usd896.72	4009971	9/10/2003	69164			1	2004 V 308 - 311     !384
o1031521	26/11/2002	1685.75	usd832.1	3061034	5/11/2002	63366			1	2003 V 304 - 307     !384
o1031521	6/11/2001	1887.44	usd770.7	2030782	16/10/2001	56619			1	2002 V 300 - 303     !384
o1031521	11/12/2000	1712.48	usd721.35	1060447	7/11/2000	50840			1	2001                 !384
o1031521	2/11/1999	1317.83	usd680.52	0057708	12/10/1999	42915			1	2000                 !384
o1031521	17/11/1998	1218.83	usd636	9067221	5/11/1998	36369			1	1999                 !384
o1031521	4/12/1997	1002.67	usd604.2	8065124	11/12/1997	28329			1	1998 Volumes 284 through
o1031521	5/11/1996	712.91	usd498.75	7036568	10/10/1996	17951			1	1997 Volumes 280 through
o1031521	17/05/1996	687.04	usd467.25	S6.036-121	12/10/1995	14257			1	v.276-279 1996
o1031521	6/07/1995	640.43	usd425.25	S5.049-454	23/01/1995	8273			1	v.272-275 1995
o1031546	4/02/2021	443.53	usd311.75	7197308	13/11/2020	141128	1/01/2021	31/12/2021	1	2021
o1031546	28/02/2020	345.38	usd215	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1031546	17/01/2019	318.2	usd215	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1031546	4/12/2017	297.35	usd215	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1031546	21/12/2016	263.91	usd185.98	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
o1031546	27/11/2015	279.79	usd183.83	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1031546	1/12/2014	226.9	usd176.3	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1031546	3/12/2013	203.63	usd165.55	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1031546	14/01/2013	217.32	usd163.4	7093551	21/11/2012	119039			1	2013
o1031546	21/12/2011	210.54	usd162.33	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1031546	16/12/2010	218.02	usd154.8	7076351	1/12/2010	110622			1	2011
o1031546	11/11/2009	220.34	usd127.8	0317546	25/10/2009	106166	1/01/2010	31/12/2010	1	2010                 !38411776
o1031546	14/09/2009	183.67	usd127.8	6200259423	8/02/2009	105234			1	2009
o1031546	14/09/2009	-127.8		6200259423	8/02/2009	105233			1	Incorrect currency 2009\
o1031546	18/02/2009	127.8		0259423	8/02/2009	102335	1/01/2009	31/12/2009	1	2009                 !38\
o1031546	10/12/2007	164.54	usd126.14	0122289	11/11/2007	95893			1	2008 V 63
o1031546	18/04/2007	12.72	usd9.28	0067711	8/04/2007	92174			1	2007
o1031546	10/10/2006	182.61	usd116.87	5003381	24/09/2006	89295			1	2007                 !384
o1031546	17/10/2005	161.79	usd111.3	6015850	21/09/2005	82636			1	2006                 !384
o1031546	2/11/2004	164.16	usd111.3	5073678	13/10/2004	75670			1	2005 V 60            !384
o1031546	19/11/2003	162.03	usd100.7	4073608	10/11/2003	69578			1	2004 V 59            !384
o1031546	26/11/2002	204.01	usd100.7	3061034	5/11/2002	63366			1	2003                 !384
o1031546	4/12/2001	241.89	usd99.75	2053328	7/11/2001	57113			1	2002 V 57            !3841
o1031546	11/12/2000	206.89	usd87.15	1060447	7/11/2000	50840			1	2001                 !3841
o1031546	2/11/1999	153.95	usd79.5	0057708	12/10/1999	42915			1	2000                 !3841
o1031546	17/11/1998	164.54	usd85.86	9067221	5/11/1998	36369			1	1999                 !3841
o1031546	30/01/1998	9.44	usd5.3	8107396	12/01/1998	29929			1	1998
o1031546	4/12/1997	123.13	usd74.2	8065124	11/12/1997	28329			1	1998
o1031546	5/11/1996	105.06	usd73.5	7036568	10/10/1996	17951			1	1997
o1031546	17/05/1996	92.64	usd63	S6.036-121	12/10/1995	14257			1	1996
o1031546	6/07/1995	85.39	usd56.7	S5.049-454	23/01/1995	8273			1	1995
o1031561	2/02/2021	810.58	usd569.75	7197972	27/11/2020	141096	1/01/2021	31/12/2021	1	2021
o1031561	28/02/2020	915.25	usd569.75	7184774	13/11/2019	139363	2/01/2020	1/01/2021	1	2020
o1031561	17/01/2019	843.23	usd569.75	7172922	26/10/2018	136876	1/01/2019	31/12/2019	1	2019
o1031561	4/12/2017	787.96	usd569.75	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1031561	21/12/2016	805.42	usd567.6	7146320	30/11/2016	131761	1/01/2017	31/12/2017	1	2017
o1031561	27/11/2015	860.61	usd565.45	7134813	13/11/2015	128832	1/01/2016	31/12/2016	1	2016
o1031561	1/12/2014	188.16	usd146.2	7119522	21/11/2014	125750	1/01/2015	31/12/2015	1	2015
o1031561	28/11/2013	179.83	usd146.2	7102828	20/11/2013	122193	1/01/2014	31/12/2014	1	2014
o1031561	20/12/2012	191.59	usd144.05	7093552	21/11/2012	118915	1/01/2013	31/12/2013	1	2013
o1031561	21/12/2011	185.45	usd142.98	7083962	9/12/2011	115035	1/01/2012	31/12/2012	1	2012
o1031561	20/12/2010	199.85	usd141.9	7077853	1/12/2010	110633			1	2011
o1031561	11/11/2009	196.48	usd113.96	0317748	25/10/2009	106165	1/01/2010	31/12/2010	1	2010                 !25214822
o1031561	27/11/2008	156.11	usd113.96	0227441	9/11/2008	101245	1/01/2009	31/12/2009	1	2009
o1031561	10/12/2007	175.6	usd134.62	0122507	11/11/2007	95892			1	2008
o1031561	10/10/2006	220.86	usd141.35	5003347	24/09/2006	89293			1	2007                 !252
o1031561	17/10/2005	208.42	usd143.38	6015851	21/09/2005	82637			1	2006                 !252
o1031561	2/11/2004	198.55	usd134.62	5073679	13/10/2004	75671			1	2005                 !252
o1031561	12/12/2003	211.03	usd134.62	4133902	9/12/2003	70045			1	2004                 !252
o1031561	12/12/2002	271.39	usd134.62	3095666	5/12/2002	63680			1	Feb 2003 - Jan 2004  !383
o1031561	4/12/2001	323.37	usd133.35	2053328	7/11/2001	57113			1	Feb 2002 - Jan 2003  !383
o1031561	13/12/2000	301.9	usd126	1091008	5/12/2000	50972			1	Feb 2001 - Jan 2002  !383
o1031561	15/12/1999	266.84	usd134.62	0105201	7/12/1999	43725			1	Feb 2000 - Jan 2001  !383
o1031561	23/11/1998	257.99	usd134.62	9076559	18/11/1998	36566			1	Feb 1999 - Jan 2000  !383
o1031561	17/12/1997	223.4	usd134.62	8081143	8/12/1997	28838			1	Feb 1998 through Jan 1999
o1031561	6/01/1997	189.22	usd133.35	S7.045-538	12/11/1996	19702			1	2/97-1/98
o1031561	17/05/1996	2958.15	usd2011.8	S6.036-121	12/10/1995	14257			1	v.118 1996
o1031561	12/01/1996	178.38	usd115.5	S6.054-909	13/11/1995	11803			1	2/96-1/97
o1031561	6/07/1995	173.94	usd115.5	S5.049-454	23/01/1995	8273			1	2/95-1/96
o1031601	2/02/2021	1161.21	eur672.7	7196802	13/11/2020	141091	1/01/2021	31/12/2021	1	2021
o1031601	28/02/2020	1164.58	eur666.5	7184835	30/10/2019	139355	2/01/2020	1/01/2021	1	2020
o1031601	17/01/2019	1112.15	eur650.38	7172977	24/10/2018	136851	1/01/2019	31/12/2019	1	2019
o1031601	4/12/2017	1026.33	eur628.88	7160377	20/10/2017	134229	1/01/2018	31/12/2018	1	2018
o1031601	20/12/2016	1235.98	eur806.25	7146373	30/11/2016	131755	1/01/2017	31/12/2017	1	2017
o1031601	27/11/2015	1332.83	eur793.35	7134800	13/11/2015	128829	1/01/2016	31/12/2016	1	2016
o1031601	25/11/2014	1258.78	eur767.55	7119639	21/11/2014	125715	1/01/2015	31/12/2015	1	2015
o1031601	28/11/2013	1249.49	eur748.2	7102958	15/11/2013	122196	1/01/2014	31/12/2014	1	2014
o1031601	20/12/2012	1246.33	eur728.85	7093553	21/11/2012	118913	1/01/2013	31/12/2013	1	2013
o1031601	21/12/2011	1051.69	eur602	7083977	9/12/2011	115034	1/01/2012	31/12/2012	1	2012
o1031601	20/12/2010	1049.82	eur582.65	7076366	1/12/2010	110638	1/01/2011	31/12/2011	1	34(01/11)-35(12/11)!D2664941
o1031601	10/11/2009	1193.43	eur577.01	0317720	25/10/2009	106154	1/01/2010	31/12/2010	1	2010 V 32 - 33       !38412055
o1031601	25/11/2008	1334.86	eur560.63	0227713	9/11/2008	101178	1/01/2009	31/12/2009	1	2009 V 30 - 31
o1031601	25/11/2008	-560.63		6200227713	9/11/2008	101164			1	incorr.curr\
o1031601	25/11/2008	560.63		0227713	9/11/2008	101163	1/01/2009	31/12/2009	1	2009 V 30 - 31       !38\
o1031601	5/12/2007	1036.23	eur532.11	0122515	11/11/2007	95796			1	2008 V 28 - 29
o1031601	9/10/2006	991.65	eur509.4	5003361	24/09/2006	89254			1	2007 V 26 - 27       !384
o1031601	17/10/2005	863.81	eur489.63	6015870	21/09/2005	82627			1	2006 V 24 - 25       !384
o1031601	2/11/2004	885.55	eur466.79	5073699	13/10/2004	75663			1	2005 V 22 - 23       !384
o1031601	29/10/2003	863.17	eur441.27	4009983	9/10/2003	69176			1	2004 V 20 + 21       !384
o1031601	26/11/2002	795.35	usd392.59	3061034	5/11/2002	63366			1	2003 V 18 + 19       !384
o1031601	6/11/2001	652.98	usd266.63	2030782	16/10/2001	56619			1	2002 V 17            !384
o1031601	11/12/2000	568.79	usd239.59	1060447	7/11/2000	50840			1	2001 V 16            !384
o1031601	2/11/1999	542.51	usd280.15	0057708	12/10/1999	42915			1	2000 V 14 + 15       !384
o1031601	2/11/1998	548.82	usd286.38	9043736	13/10/1998	35899			1	1999 V 12 + 13       !384
o1031601	4/12/1997	390.51	usd235.32	8065124	11/12/1997	28329			1	1998 Volumes 10 and 11
o1031601	5/11/1996	304.68	usd213.15	7036568	10/10/1996	17951			1	1997 Volumes 8 and 9
o1031601	20/05/1996	298.74	usd203.17	S6.036-121	12/10/1995	14273			1	v.6-7 1996
o1031601	6/07/1995	189.76	usd126	S5.049-454	23/01/1995	8273			1	v.5 1995
o1031636	22/01/2021	1977.93	usd1397.04	7197971	27/11/2020	141047	1/01/2021	31/12/2021	1	2021
o1031636	27/02/2020	2244.21	usd1397.04	7184775	30/10/2019	139352	1/01/2020	31/12/2020	1	2020
o1031636	17/01/2019	1954.21	usd1320.41	7172921	24/10/2018	136863	1/01/2019	31/12/2019	1	2019
o1031636	4/12/2017	1723.54	usd1246.23	7160353	18/10/2017	134227	1/01/2018	31/12/2018	1	2018
o1031636	20/12/2016	2142.56	usd1509.91	7146321	30/11/2016	131749	1/01/2017	31/12/2017	1	2017
o1031636	26/11/2015	2210.93	usd1452.65	7134775	13/11/2015	128820	1/01/2016	31/12/2016	1	2016
o1031636	20/11/2014	1774.46	usd1378.76	7119520	12/11/2014	125679	1/01/2015	31/12/2015	1	2015
o1031636	28/02/2014	1614.27	usd1323.17	7112243	26/02/2014	122993			1	2014
o1031636	30/11/2012	1688.34	usd1269.43	7094518	28/11/2012	118731			1	2013
o1031636	12/12/2011	1223.58	usd943.39	7084617	9/12/2011	114935			1	2012
o1031636	18/04/2011	95.39	usd67.73	0072562	13/03/2011	111977			1	rate adjust.for inv:7078301
o1031636	19/01/2011	1333.85	usd947.07	7078301	8/12/2010	110920			1	2011
o1031636	11/11/2009	1312.87	usd761.48	0317546	25/10/2009	106166	1/01/2010	31/12/2010	1	2010                 !37025956
o1031636	27/11/2008	1008.14	usd735.92	0227554	9/11/2008	101247	1/01/2009	31/12/2009	1	2009
o1031636	10/12/2007	893.2	usd684.76	0122289	11/11/2007	95893			1	2008
o1031636	28/11/2006	1006.31	usd667.8	5015519	19/11/2006	90091			1	2007 V 53            !370
o1031636	17/10/2005	1014.19	usd697.71	6015850	21/09/2005	82636			1	2006 V 52            !384
o1031636	2/11/2004	978.52	usd663.45	5073678	13/10/2004	75670			1	2005 V 51            !384
o1031636	29/10/2003	1045.51	usd630.66	4009971	9/10/2003	69164			1	2004 V 50            !384
o1031636	26/11/2002	1166.07	usd575.58	3061034	5/11/2002	63366			1	2003 V 49            !384
o1031636	6/11/2001	1234.3	usd504	2030782	16/10/2001	56619			1	2002 V 48            !384
o1031636	11/12/2000	1196.5	usd504	1060447	7/11/2000	50840			1	2001 V 47            !384
o1031636	2/11/1999	780.02	usd402.8	0057708	12/10/1999	42915			1	2000 V 46            !384
o1031636	2/11/1998	656.14	usd342.38	9043736	13/10/1998	35899			1	1999 V 45            !384
o1031636	16/03/1998	183.3	usd106	8149093	10/02/1998	30851			1	1998 Volume 44
o1031636	4/12/1997	341.26	usd205.64	8065124	11/12/1997	28329			1	1998 Volume 44
o1031636	5/11/1996	402.23	usd281.4	7036568	10/10/1996	17951			1	1997 Volume 43
o1031636	20/05/1996	324.22	usd220.5	S6.036-121	12/10/1995	14273			1	v.42 1996
o1031636	6/07/1995	306.77	usd203.7	S5.049-454	23/01/1995	8273			1	v.41 1995
o1031689	23/04/2021	139.76	usd97.79	7200791	14/04/2021	141503	1/08/2021	31/07/2022	1	
o1031689	16/04/2020	165.77	usd97.79	7190733	10/04/2020	139564	1/08/2020	31/07/2021	1	Aug20-Jul21
o1031689	1/05/2019	148.64	usd97.79	71773324	26/04/2019	137648	1/08/2019	31/07/2020	1	Aug19-Jul20
o1031689	7/05/2018	135.92	usd97.79	7166208	13/04/2018	135379	1/08/2018	31/07/2019	1	Aug18-Jul19
o1031689	28/03/2017	139.35	usd95.64	7154417	24/03/2017	132475	1/08/2017	31/07/2018	1	Aug17-Jul18
o1031689	11/04/2016	142.29	usd93.49	7140577	6/04/2016	129766	1/08/2016	31/07/2017	1	Aug16-Jul17
o1031689	20/04/2015	122.76	usd91.34	7128361	15/04/2015	126958	1/08/2015	31/07/2016	1	Aug15-Jul16
o1031689	30/04/2014	104.09	usd85.32	7112701	9/04/2014	123504	1/08/2014	31/07/2015	1	Aug14-Jul15
o1031689	9/04/2013	99.8	usd83.17	7096681	3/04/2013	119962			1	Aug13-Jul14
o1031689	24/04/2012	102.46	usd82.1	7088554	6/04/2012	116358			1	Aug12-Jul13
o1031689	24/03/2011	114.11	usd81.02	7080710	3/03/2011	111715			1	Aug 2011-July 2012
o1031689	24/05/2010	103.53	usd69.17	0383077	9/05/2010	108384	1/08/2010	31/07/2011	1	Aug 2010 - Jul 2011  !38413949
o1031689	16/06/2009	109.63	usd69.17	0292601	7/06/2009	104016	1/08/2009	31/07/2010	1	Aug 2009 - Jul 2010  !38413949
o1031689	22/04/2008	88.44	usd68.85	0176386	6/04/2008	97843			1	Aug 2008 - Jul 2009  !38413949
o1031689	10/10/2006	112.95	usd72.29	5003381	24/09/2006	89295			1	Aug 2007 - Jul 2008  !3841
