RECORD NO.(Order)	Column1	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Sub From	Sub To	Copies	Note
o10007829	7	1996-12-20	208.68	usd147.06	7073942	1996-06-12	\N	\N	1	1996 Volume 63
o10007829	6	1996-10-02	166.55	usd115.25	7014710	1996-10-09	\N	\N	1	1996 Volume 62
o10007829	5	1996-07-19	176.57	usd119.82	S6.131-329	1996-06-24	\N	\N	1	v.61 1996
o10007829	4	1996-04-01	180.69	usd121.98	S6.088-789	1996-02-12	\N	\N	1	v.60 1995
o10007829	3	1995-11-01	189.48	usd123.37	S6.011-806	1995-09-25	\N	\N	1	v.59 1995
o10007829	2	1995-07-11	190.98	usd126.81	S5.120.533	1995-06-26	\N	\N	1	v.58 1995
o10007829	1	1994-12-06	176.37	usd102.70	398472	1999-09-23	\N	\N	1	v.56
o10007829	0	1994-03-29	177.99	usd93.66	318596	1994-02-25	\N	\N	1	v.55 1994
o10007830	31	2021-11-29	534.92	usd357.71	M523569	2021-11-25	\N	\N	1	
o10007830	30	2020-12-07	613.67	usd420.84	676065	2020-11-25	\N	\N	1	
o10007830	29	2020-01-13	622.19	usd408.58	303642	2020-01-01	\N	\N	1	2020
o10007830	28	2019-01-29	583.12	usd394.00	614242	2018-08-18	2019-01-01	2019-12-31	1	2019
o10007830	27	2018-06-20	547.5	usd375.00	614242	2018-06-19	2018-01-01	2018-12-31	1	2018
o10007830	26	2016-02-24	490.85	usd322.50	497177	2016-02-03	2016-01-01	2016-12-31	1	2016
o10007830	25	2014-02-26	385.17	usd315.71	34903	2014-02-13	\N	\N	1	v.66 2014
o10007830	24	2013-03-05	355.39	usd296.16	42826	2013-02-13	\N	\N	1	v.65 2013
o10007830	23	2012-04-26	379.45	usd304.05	81373	2012-04-13	\N	\N	1	v.64 2012
o10007830	22	2011-11-07	376.43	usd294.55	45968	2011-09-13	\N	\N	1	2011 v.63
o10007830	21	2009-08-25	471.03	gbp192.32	0302621	2009-08-09	2007-01-01	2007-12-31	1	2007 V 60            !38386283
o10007830	20	2008-05-14	-292.09	gbp-113.42	6200187134	2008-05-04	\N	\N	1	Credit inv.0089049
o10007830	19	2007-06-13	335.68	gbp127.96	0089049	2007-06-03	\N	\N	1	2007 V 59
o10007830	18	2006-02-15	349.23	gbp134.21	6668097	2006-02-08	\N	\N	1	2006 V 58            !383
o10007830	17	2005-12-01	430.56	gbp172.57	6114406	2005-11-22	\N	\N	1	2004 V 56            !383
o10007830	16	2005-05-04	205.97	gbp124.96	S5.772-380	2005-04-26	\N	\N	1	2005 V. 57
o10007830	15	2004-07-14	316.44	gbp110.22	4838885	2004-07-08	\N	\N	1	2004 V 55            !383
o10007830	14	2003-12-12	287.83	gbp105.98	4133907	2003-12-09	\N	\N	1	2003 V 54            !383
o10007830	13	2003-02-17	339	usd184.94	3187570	2003-02-07	\N	\N	1	2002 V 53            !383
o10007830	12	2002-05-14	342.74	usd152.06	2784384	2002-05-03	\N	\N	1	2001 V 52            !383
o10007830	11	2001-10-11	363.09	usd147.90	1897135	2001-09-28	\N	\N	1	2001                 !383
o10007830	10	2000-12-13	325.64	usd135.91	1091008	2000-12-05	\N	\N	1	2000 V 51            !383
o10007830	9	2000-01-27	293.79	usd151.42	0147729	2000-01-10	\N	\N	1	1999 V 2000 # 48     !383
o10007830	8	1999-12-15	291.92	usd147.27	0105201	1999-12-07	\N	\N	1	1999 V 2000 # 49     !383
o10007830	7	1999-07-13	274.86	usd144.93	9802090	1999-06-29	\N	\N	1	1999 V 47            !383
o10007830	6	1998-11-23	308.54	usd161.00	9076559	1998-11-18	\N	\N	1	1998 V 46            !383
o10007830	5	1998-05-12	223.09	usd121.94	8192951	1998-04-16	\N	\N	1	1998 Volume 45
o10007830	4	1997-04-24	190.48	usd131.39	S7.142-690	1997-04-08	\N	\N	1	v.44 1997
o10007830	3	1996-07-19	200.35	usd135.96	S6.131-329	1996-06-24	\N	\N	1	v.43 1995
o10007830	2	1996-01-11	208.25	usd134.84	S6.054-909	1995-11-13	\N	\N	1	v.42 1995
o10007830	1	1994-12-06	194.65	usd113.34	398472	1999-09-23	\N	\N	1	v.41
o10007830	0	1994-03-29	178.83	usd94.10	318596	1994-02-25	\N	\N	1	v.39 1992
o10008366	25	2021-05-18	396.5	eur240.00	4473	2021-04-27	2021-01-01	2021-12-31	1	2021
o10008366	24	2019-07-23	405.6	eur240.00	2019INST4473	2019-07-23	2019-01-01	2019-12-31	1	2019
o10008366	23	2018-04-10	415.92	eur240.00	2018INST4473	2018-04-10	2018-01-01	2018-12-31	1	2018
o10008366	22	2017-05-25	386.4	eur240.00	2017INST4473	2017-05-25	2017-01-01	2017-12-31	1	2017
o10008366	21	2016-07-05	403.2	eur240.00	2016INST4473	2016-07-05	2016-01-01	2016-12-31	1	2016
o10008366	20	2015-08-12	403.2	eur240.00	2015INST4473	2015-08-12	2015-01-01	2015-12-31	1	2015
o10008366	19	2014-03-11	400.56	eur240.00	70140311	2014-03-10	\N	\N	1	2014
o10008366	18	2013-09-20	393.6	eur240.00	2013INST4473	2013-09-20	\N	\N	1	2013
o10008366	17	2012-05-09	391.2	eur240.00	2012INST4473	2012-03-31	\N	\N	1	2012
o10008366	16	2011-05-06	446.86	eur240.00	2011INST4473	2011-05-06	\N	\N	1	2011
o10008366	15	2010-05-12	437.57	eur240.00	2010INST4473	2010-03-01	\N	\N	1	2010
o10008366	14	2009-04-27	562.58	eur240.00	2009INST4473	2009-03-01	\N	\N	1	2009
o10008366	13	2008-02-20	302.67	eur160.00	2008INST4473	2008-01-01	\N	\N	1	2008
o10008366	12	2007-02-21	305.34	eur160.00	2007INST4473	2007-01-01	\N	\N	1	2007
o10008366	11	2006-02-22	270.99	eur150.00	2006ORG4473	2006-01-01	\N	\N	1	2006
o10008366	10	2005-03-09	274.88	eur150.00	2005ORG4473	2005-01-01	\N	\N	1	2005
o10008366	9	2004-02-11	274.32	eur148.00	2004ORG4473	2004-01-20	\N	\N	1	2004
o10008366	8	2003-02-12	296.71	eur148.00	2003ORG4473	2003-01-22	\N	\N	1	2003
o10008366	7	2002-02-21	315.68	eur148.00	2002ORG4473	2002-01-10	\N	\N	1	2002
o10008366	6	2001-02-23	316.6	eur148.00	2001ORG4473	2001-01-10	\N	\N	1	2001
o10008366	5	2000-01-27	297.12	eur148.00	2000ORG4473	2000-01-01	\N	\N	1	2000
o10008366	4	1999-01-20	329.77	eur148.00	99ORG4473	1999-01-03	\N	\N	1	1999
o10008366	3	1997-12-17	270.17	nlg325.00	984473	1997-12-02	\N	\N	1	1998
o10008366	2	1997-02-04	264.19	nlg325.00	974473	1997-01-10	\N	\N	1	1997
o10008366	1	1996-01-31	300.3	nlg325.00	4473	1996-01-02	\N	\N	1	1996
o10008366	0	1994-03-30	296.37	nlg325.00	ORG-94	1993-12-20	\N	\N	1	1994 membership
o1000998x	27	2021-02-04	290.57	usd204.25	7197308	2020-11-13	2021-01-01	2021-12-31	1	2021
o1000998x	26	2020-02-28	328.11	usd204.25	7184833	2019-11-13	2020-01-02	2021-01-01	1	2020
o1000998x	25	2019-01-17	302.29	usd204.25	7172919	2018-10-24	2019-01-01	2019-12-31	1	2019
o1000998x	24	2017-12-04	275.05	usd198.88	7160355	2017-11-01	2018-01-01	2018-12-31	1	2018
o1000998x	23	2016-12-21	273.06	usd192.43	7146317	2016-11-30	2017-01-01	2017-12-31	1	2017
o1000998x	22	2015-11-27	278.15	usd182.75	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o1000998x	21	2014-12-01	226.9	usd176.30	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o1000998x	20	2013-12-03	210.24	usd170.93	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o1000998x	19	2013-01-14	224.48	usd168.78	7093551	2012-11-21	\N	\N	1	2013
o1000998x	18	2011-12-21	217.51	usd167.70	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o1000998x	17	2010-12-16	228.63	usd162.33	7076351	2010-12-01	\N	\N	1	2011
o1000998x	16	2009-11-11	225.94	usd131.05	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !38385007
o1000998x	15	2008-11-27	167.79	usd122.48	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009 V 35
o1000998x	14	2007-12-10	150.71	usd115.54	0122289	2007-11-11	\N	\N	1	2008 V 34
o1000998x	13	2006-10-10	172.17	usd110.19	5003381	2006-09-24	\N	\N	1	2007                 !383
o1000998x	12	2005-10-17	155.9	usd107.25	6015850	2005-09-21	\N	\N	1	2006                 !383
o1000998x	11	2004-11-02	148.52	usd100.70	5073678	2004-10-13	\N	\N	1	2005 V 31            !383
o1000998x	10	2003-10-29	166.94	usd100.70	4009971	2003-10-09	\N	\N	1	2004 V 30            !383
o1000998x	9	2002-11-26	204.01	usd100.70	3061034	2002-11-05	\N	\N	1	2003 V 29            !383
o1000998x	8	2001-11-06	244.29	usd99.75	2030782	2001-10-16	\N	\N	1	2002 V 28            !3838
o1000998x	7	2000-12-11	209.39	usd88.20	1060447	2000-11-07	\N	\N	1	2001 V 27            !3838
o1000998x	6	1999-11-17	177.55	usd89.04	0082812	1999-11-05	\N	\N	1	2000 V 26            !3838
o1000998x	5	1998-11-02	170.64	usd89.04	9043736	1998-10-13	\N	\N	1	1999 V 25            !3838
o1000998x	4	1997-12-17	147.76	usd89.04	8081143	1997-12-08	\N	\N	1	1998 Volume 24
o1000998x	3	1996-11-05	112.57	usd78.75	7036568	1996-10-10	\N	\N	1	1997 Volume 23
o1000998x	2	1996-01-11	105.41	usd68.25	S6.054-909	1995-11-13	\N	\N	1	v.22 1996
o1000998x	1	1995-07-06	110.69	usd73.50	S5.049-454	1995-01-23	\N	\N	1	v.21
o1000998x	0	1994-08-25	124.75	usd70.00	279415	1994-05-31	\N	\N	1	1994
o10010890	31	2021-02-02	332.1	gbp170.00	7196803	2020-11-13	2019-01-01	2019-12-31	1	2019
o10010890	30	2017-12-04	304.75	gbp169.40	7160392	2017-10-27	2018-01-01	2018-12-31	1	2018
o10010890	29	2016-12-20	302.86	gbp168.91	7146379	2016-11-30	2017-01-01	2017-12-31	1	2017
o10010890	28	2016-05-13	372.01	gbp157.90	7142432	2016-05-11	2016-01-01	2016-12-31	1	2016
o10010890	27	2016-05-09	1002.95	gbp425.70	7142431	2016-05-04	2013-01-01	2015-12-31	1	2013-2015
o10010890	26	2012-01-06	223.88	aud168.46	6200506069	2011-09-04	\N	\N	1	2009
o10010890	25	2011-12-15	259.5	gbp128.02	7084333	2011-12-09	2012-01-01	2012-12-31	1	2012
o10010890	24	2011-01-18	-152.72	aud-117.15	6200438510	2011-01-09	\N	\N	1	Cancelled Sub (Swets)
o10010890	23	2010-12-20	229.43	gbp107.21	7077852	2010-12-01	\N	\N	1	2011
o10010890	22	2009-11-25	236.98	aud185.69	0317690	2009-10-25	2010-01-01	2010-12-31	1	2010 V 11            !18403614
o10010890	21	2009-11-25	-185.69		6200317690	2009-10-25	\N	\N	1	incorr curr\
o10010890	20	2009-11-10	185.69		0317690	2009-10-25	2010-01-01	2010-12-31	1	2010 V 11            !18403614\
o10010890	19	2008-11-25	139.43	aud117.15	0227671	2008-11-09	2009-01-01	2009-12-31	1	2009
o10010890	18	2007-12-05	136.22	aud116.60	0122426	2007-11-11	\N	\N	1	2008
o10010890	17	2007-04-19	18.74	aud16.43	6200067686	2007-04-08	\N	\N	1	add. charge
o10010890	16	2007-04-19	-16.43		6200067686	2007-04-08	\N	\N	1	wrong cur.\
o10010890	15	2007-04-18	16.43		0067686	2007-04-08	\N	\N	1	2007                 !18\
o10010890	14	2006-10-09	114.36	aud100.17	5003359	2006-09-24	\N	\N	1	2007                 !184
o10010890	13	2005-10-17	109.41	aud100.17	6015865	2005-09-21	\N	\N	1	2006                 !184
o10010890	12	2004-11-02	105.15	aud95.40	5073694	2004-10-13	\N	\N	1	2005                 !1840
o10010890	11	2003-11-19	85.71	aud74.20	4073622	2003-11-10	\N	\N	1	2004                 !1840
o10010890	10	2002-12-12	83.77	aud74.20	3095675	2002-12-05	\N	\N	1	2003                 !1840
o10010890	9	2001-10-25	123.2	aud100.00	205448	2001-09-24	\N	\N	1	2002
o10010890	8	2001-05-24	13.76	aud11.00	28721	2001-04-03	\N	\N	1	addit.chge.inv.179397
o10010890	7	2000-11-08	93.95	aud71.00	179397	2000-09-21	\N	\N	1	2001
o10010890	6	1999-11-08	91.42	aud72.00	160814	1999-09-26	\N	\N	1	2000
o10010890	5	1998-12-07	68.69	aud57.00	146592	1998-09-21	\N	\N	1	1999
o10010890	4	1997-12-08	63.86	aud57.00	131731	1997-09-20	\N	\N	1	1998
o10010890	3	1996-10-01	39.96	aud35.00	117209	1996-09-16	\N	\N	1	v.4 1997
o10010890	2	1996-01-31	38.97	aud35.00	106668	1995-12-18	\N	\N	1	1996
o10010890	1	1994-10-19	37.04	aud30.00	85291	1994-09-12	\N	\N	1	1995
o10010890	0	1994-05-23	37.45	aud30.00	81799	1994-04-29	\N	\N	1	1994
o10011237	26	2020-01-06	125.27	gbp62.86	884702	2019-12-30	2019-01-01	2019-12-31	1	v.63 2019
o10011237	25	2019-03-18	123.07	gbp62.47	826347	2019-02-26	\N	\N	1	v.68 2018
o10011237	24	2018-05-01	116.37	gbp60.17	770866	2018-04-19	\N	\N	1	v.61 2017
o10011237	23	2017-02-07	106.34	gbp59.31	700855	2017-01-24	\N	\N	1	v.60 2016
o10011237	22	2016-03-22	131.32	gbp55.74	659453	2016-03-07	\N	\N	1	v.59 2015
o10011237	21	2015-01-28	110.04	gbp52.65	608667	2015-01-12	\N	\N	1	v.58 2014
o10011237	20	2014-05-05	131.1	gbp65.55	577044	2014-04-07	\N	\N	1	v.57 2013
o10011237	19	2013-09-19	97.97	gbp50.24	551769	2013-09-04	\N	\N	1	v.56 2012
o10011237	18	2012-04-04	52.04		435981	2012-03-20	\N	\N	1	v.55 2011\
o10011237	17	2010-02-23	164.64	gbp73.38	60035971	2010-02-04	\N	\N	1	v.54 2010
o10011237	16	2009-10-28	67.76	gbp30.50	60003577	2009-10-14	\N	\N	1	v.53 2009
o10011237	15	2008-12-03	70.58	gbp25.00	20585276	2008-11-19	\N	\N	1	v.52
o10011237	14	2007-12-04	68.16	gbp25.00	20454628	2007-11-21	\N	\N	1	v.51
o10011237	13	2006-11-23	91.09	gbp31.50	20316338	2006-11-08	\N	\N	1	v.50 2006
o10011237	12	2005-12-14	79.7	gbp31.50	20184223	2005-11-29	\N	\N	1	v.49 2005
o10011237	11	2005-01-14	86.09	gbp31.50	20044488	2005-01-05	\N	\N	1	v.48 2004
o10011237	10	2003-11-25	84.77	gbp31.50	40464234	2003-11-11	\N	\N	1	v.47 2003
o10011237	9	2003-01-14	76.43	gbp25.20	40304358	2002-12-11	\N	\N	1	v.46 2002
o10011237	8	2001-12-13	65.41	gbp18.90	40091375	2001-11-27	\N	\N	1	v.45 2001
o10011237	7	2001-02-22	64.05	gbp18.90	11116805	2001-02-08	\N	\N	1	v.44 2000
o10011237	6	2000-03-22	54.22	gbp16.50	01531964	2000-02-10	\N	\N	1	v.43 1999
o10011237	5	1999-05-12	44.92	gbp15.00	00119574	1999-04-20	\N	\N	1	v.42 1998
o10011237	4	1998-03-12	65.64	gbp22.50	77794885	1998-02-03	\N	\N	1	v.41 1997
o10011237	3	1997-06-30	66.56	gbp22.50	61706426	1997-05-27	\N	\N	1	v.40 1996
o10011237	2	1996-06-12	42.62	gbp17.25	60785098	1996-02-27	\N	\N	1	v.39 1995
o10011237	1	1995-05-30	42.77	gbp17.25	60159839	1995-05-02	\N	\N	1	v.38 1994
o10011237	0	1994-04-12	47.68	gbp17.25	59369914	1994-03-22	\N	\N	1	v.37 1993
o10011316	25	2021-06-24	46.96		616486	2021-06-24	\N	\N	1	Aug21-Jul22
o10011316	24	2020-09-11	46.96		534407	2020-09-10	2020-08-01	2021-07-31	1	Aug20-Jul21\
o10011316	23	2019-07-04	46.96		10517	2019-07-04	2019-08-01	2020-07-31	1	Aug19-Jul20\
o10011316	22	2018-06-29	46.96		10517	2018-06-29	2018-08-01	2019-07-31	1	Aug18-Jul19\
o10011316	21	2017-07-03	46.96		10517	2017-07-03	2017-08-01	2018-07-31	1	Aug17-Jul18\
o10011316	20	2016-06-24	46.96		10517	2016-06-24	2016-08-01	2017-07-31	1	Aug16-Jul17\
o10011316	19	2015-07-03	46.96		10517	2015-07-03	2015-08-01	2016-07-31	1	Aug15-Jul16\
o10011316	18	2014-06-26	46.96		10517	2014-06-19	2014-08-01	2015-07-31	1	Aug14-Jul15\
o10011316	17	2013-06-28	46.96		10517	2013-06-28	\N	\N	1	Aug13-Jul14\
o10011316	16	2012-06-29	46.96		10517	2012-06-26	\N	\N	1	Aug12-Jul12\
o10011316	15	2011-06-24	46.95		HP24.06.11-1	2011-06-24	\N	\N	1	08/11-07/12\
o10011316	14	2010-07-02	48		HP020710-3	2010-07-31	\N	\N	1	8/10-7/11\
o10011316	13	2009-07-02	48		HB207-2	2009-07-31	\N	\N	1	8/09-7/10\
o10011316	12	2008-07-02	48		HB207-4	2008-07-31	\N	\N	1	8/08-7/09\
o10011316	11	2007-07-03	48		HB0307-4	2007-07-31	\N	\N	1	8/07-7/08\
o10011316	10	2006-06-20	48		 	2006-01-20	\N	\N	1	8/06-7/07\
o10011316	9	2005-07-05	48		 	2005-06-29	\N	\N	1	2005\
o10011316	8	2002-12-10	48		 	2002-01-10	\N	\N	1	2003\
o10011316	7	2001-12-18	48		301724	2001-12-11	\N	\N	1	2002\
o10011316	6	2000-12-12	48		  	2000-12-04	\N	\N	1	2001\
o10011316	5	2000-04-18	32		300092	2000-03-31	\N	\N	1	5/00-12/00\
o10011316	4	1999-04-12	48		  	1999-04-09	\N	\N	1	5/99-4/2000\
o10011316	3	1998-04-27	48		  	1998-04-03	\N	\N	1	5/98-4/99\
o10011316	2	1997-04-09	48		  	1997-04-03	\N	\N	1	5/97-4/98\
o10011316	1	1996-05-06	48		 	1996-04-23	\N	\N	1	5/96-4/97\
o10011316	0	1994-04-12	10.31		020270	1994-03-29	\N	\N	1	Iss 10-11 1994\
o10011535	27	2021-04-22	118.74	gbp60.00	cg459	2021-04-14	\N	\N	1	
o10011535	26	2020-05-27	122.72	gbp60.00	RHS2020	2020-05-27	2020-05-01	2021-04-30	1	May20-Apr21
o10011535	25	2019-04-02	112.52	gbp58.00	RHS2019	2019-04-01	2019-05-01	2020-04-30	1	May19-Apr20
o10011535	24	2018-04-05	108.3	gbp56.00	RHS2018	2018-03-29	2018-05-01	2019-04-30	1	May18-Apr19
o10011535	23	2017-04-19	96.23	gbp54.00	10800275	2017-04-04	2017-05-01	2018-04-30	1	May17-Apr18
o10011535	22	2016-04-11	122.51	gbp52.00	RHS2016	2016-04-08	2016-05-01	2017-04-30	1	May16-Apr17
o10011535	21	2015-04-02	103.35	gbp50.00	RHS2015	2015-03-30	2015-05-01	2016-04-30	1	May15-Apr16
o10011535	20	2014-04-03	98	gbp49.00	RHS2014	2014-04-02	\N	\N	1	May14-Apr15
o10011535	19	2013-04-04	91.27	gbp47.00	RHS2013	2013-04-04	\N	\N	1	May13-Apr14
o10011535	18	2012-04-04	89.84	gbp46.00	10800275	2012-03-19	\N	\N	1	May12-Apr13
o10011535	17	2011-06-08	89.87	gbp44.00	HP08062010	2011-05-25	\N	\N	1	5/11-4/12
o10011535	16	2010-03-25	94.83	gbp44.00	BN25032010	2010-03-25	\N	\N	1	5/10-4/11
o10011535	15	2009-04-01	111	gbp43.00	B0037	2009-03-16	\N	\N	1	5/09-4/08
o10011535	14	2008-04-02	104.86	gbp41.00	F/164/B0037	2008-03-18	\N	\N	1	5/08-4/09
o10011535	13	2007-03-28	109.06	gbp39.00	278935	2007-03-16	\N	\N	1	5/07-4/08
o10011535	12	2006-03-29	107.09	gbp37.00	  	2006-03-16	\N	\N	1	5/06-4/07
o10011535	11	2005-04-06	94.14	gbp35.00	278935	2005-01-06	\N	\N	1	5/05-4/06
o10011535	10	2004-03-31	93.35	gbp33.00	278935	2004-01-31	\N	\N	1	5/04-4/05
o10011535	9	2003-04-09	90.64	gbp31.00	016745	2003-03-14	\N	\N	1	5/03-4/04
o10011535	8	2002-04-11	99.69	gbp30.00	2789353	2002-03-01	\N	\N	1	5/02-4/03
o10011535	7	2001-06-14	101.96	gbp29.00	  	2001-05-14	\N	\N	1	5/01-4/02
o10011535	6	2000-05-10	90.7	gbp28.00	  	2000-01-10	\N	\N	1	5/00-4/01
o10011535	5	1999-04-12	82.09	gbp27.00	  	1999-03-01	\N	\N	1	5/99-4/2000
o10011535	4	1998-04-24	79.68	gbp26.00	  	1998-03-01	\N	\N	1	5/98-4/99
o10011535	3	1997-04-03	59.91	gbp25.00	  	1997-03-01	\N	\N	1	5/97-4/98
o10011535	2	1996-04-18	54.3	gbp24.00	 	1996-03-01	\N	\N	1	4/96-3/97
o10011535	1	1995-04-26	57.57	gbp23.00	2789353	1995-04-01	\N	\N	1	4/95-3/96
o10011535	0	1994-04-12	61.02	gbp23.00	 	1994-03-25	\N	\N	1	4/94-3/95
o10013180	30	2021-02-04	983.41	usd691.23	7197308	2020-11-13	2021-01-01	2021-12-31	1	2021
o10013180	29	2020-02-28	1110.39	usd691.23	7184833	2019-11-13	2020-01-02	2021-01-01	1	2020
o10013180	28	2019-01-17	1073.93	usd725.63	7172919	2018-10-24	2019-01-01	2019-12-31	1	2019
o10013180	27	2017-12-04	1241.42	usd897.63	7160355	2017-11-01	2018-01-01	2018-12-31	1	2018
o10013180	26	2017-02-23	1242.03	usd895.48	7154947	2017-02-15	2017-01-01	2017-12-31	1	2017
o10013180	25	2015-11-27	1359.65	usd893.33	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o10013180	24	2014-12-01	1708.66	usd1327.63	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o10013180	23	2013-12-03	1632.98	usd1327.63	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o10013180	22	2013-01-14	1765.75	usd1327.63	7093551	2012-11-21	\N	\N	1	2013
o10013180	21	2011-12-21	1638.28	usd1263.13	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o10013180	20	2010-12-16	1778.99	usd1263.13	7076351	2010-12-01	\N	\N	1	2011
o10013180	19	2009-11-11	2032.37	usd1178.80	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !81279515
o10013180	18	2009-04-28	18.16	usd10.20	0275809	2009-04-05	2009-01-01	2009-12-31	1	2009                 !81279515
o10013180	17	2008-11-27	1351.38	usd986.48	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009
o10013180	16	2007-12-10	1502.58	usd1151.93	0122289	2007-11-11	\N	\N	1	2008
o10013180	15	2006-10-10	1476.56	usd945.00	5003381	2006-09-24	\N	\N	1	2007                 !812
o10013180	14	2006-04-20	22.54	usd14.02	6760804	2006-04-05	\N	\N	1	2006                 !8127
o10013180	13	2005-10-17	1204.87	usd828.89	6015851	2005-09-21	\N	\N	1	2006                 !812
o10013180	12	2004-11-02	1115.44	usd756.28	5073679	2004-10-13	\N	\N	1	2005                 !812
o10013180	11	2003-10-29	1062.55	usd640.94	4009972	2003-10-09	\N	\N	1	2004                 !812
o10013180	10	2002-11-26	1101.72	gbp347.49	3061041	2002-11-05	\N	\N	1	2003                 !812
o10013180	9	2001-12-04	984.83	gbp284.55	2053334	2001-11-07	\N	\N	1	2002                 !812
o10013180	8	2000-12-13	880.49	gbp252.00	1091014	2000-12-05	\N	\N	1	2001                 !812
o10013180	7	1999-10-01	687.41	gbp220.38	7161039	1999-09-20	\N	\N	1	1/00-12/00
o10013180	6	1998-10-19	706.16	gbp205.00	6328460	1998-09-21	\N	\N	1	1/99-12/99
o10013180	5	1997-11-07	519.4	gbp190.00	5466061	1997-09-22	\N	\N	1	1/98-12/98
o10013180	4	1996-10-08	362.16	gbp160.00	4734577	1996-09-23	\N	\N	1	1/97-12/97
o10013180	3	1995-10-02	340.8	gbp140.00	93967276	1995-09-18	\N	\N	1	1996
o10013180	2	1995-03-16	88.32	gbp35.00	93621639	1995-02-13	\N	\N	1	Add 1995
o10013180	1	1995-01-06	259.39	gbp105.00	93255373	1994-09-19	\N	\N	1	1995
o10013180	0	1994-07-13	278.73	gbp105.00	93081502	1994-05-09	\N	\N	1	1994
o10013209	39	2022-01-05	-693.95	gbp-344.00	04695	2021-11-30	\N	\N	1	2021 Refund
o10013209	38	2021-02-02	672	gbp344.00	7197275	2020-11-13	2021-01-01	2021-12-31	1	2021
o10013209	37	2020-02-28	716.21	gbp344.00	7184838	2019-11-13	2020-01-02	2021-01-01	1	2020
o10013209	36	2019-01-17	657.04	gbp344.00	7172982	2018-10-24	2019-01-01	2019-12-31	1	2019
o10013209	35	2017-12-04	618.86	gbp344.00	7160391	2017-10-20	2018-01-01	2018-12-31	1	2018
o10013209	34	2016-12-20	616.79	gbp344.00	7146378	2016-11-30	2017-01-01	2017-12-31	1	2017
o10013209	33	2015-11-27	772.49	gbp327.88	7134804	2015-11-13	2016-01-01	2016-12-31	1	2016
o10013209	32	2015-01-21	67.4	gbp32.25	46916	2015-01-13	2015-01-01	2015-12-31	1	2015 rate adjustment
o10013209	31	2014-11-25	617.87	gbp295.63	7119534	2014-11-21	2015-01-01	2015-12-31	1	2015
o10013209	30	2014-09-22	35.59	gbp18.00	50633	2014-09-13	2014-01-01	2014-12-31	1	2014 rate adjustment
o10013209	29	2013-12-02	591.26	gbp295.63	7103012	2013-11-15	2014-01-01	2014-12-31	1	2014
o10013209	28	2013-03-22	-52.2	gbp-26.88	CM0029480	2013-03-13	\N	\N	1	2013 rate adjustment
o10013209	27	2012-12-21	601.1	gbp284.88	7093557	2012-11-21	2013-01-01	2013-12-31	1	2013
o10013209	26	2011-12-20	522.97	gbp258.00	7084332	2011-12-09	2012-01-01	2012-12-31	1	2012
o10013209	25	2010-12-16	517.62	gbp241.88	7076371	2010-12-01	2011-01-01	2011-12-31	1	33(01/11)-33(12/11)!D2668081
o10013209	24	2010-01-19	10.73	gbp4.79	0331518	2010-01-10	2010-01-01	2010-12-31	1	2010                 !87318288
o10013209	23	2009-11-11	486.77	gbp210.87	0317739	2009-10-25	2010-01-01	2010-12-31	1	2010                 !87318288
o10013209	22	2009-02-18	-52.6	gbp-18.98	6200259426	2009-02-08	\N	\N	1	Rate adj. inv.
o10013209	21	2008-11-25	647.1	gbp229.85	0227768	2008-11-09	2009-01-01	2009-12-31	1	2009
o10013209	20	2008-05-14	-37.83	gbp-14.69	6200187134	2008-05-04	\N	\N	1	Pt. credit inv.0122469
o10013209	19	2007-12-10	594.89	gbp224.57	0122469	2007-11-11	\N	\N	1	2008
o10013209	18	2007-04-18	43.42	gbp15.93	0067689	2007-04-08	\N	\N	1	2007
o10013209	17	2006-10-10	558.77	gbp193.95	5003369	2006-09-24	\N	\N	1	2007                 !873
o10013209	16	2005-10-17	563.04	gbp218.52	6015858	2005-09-21	\N	\N	1	2006                 !873
o10013209	15	2005-04-28	-30.99	gbp-11.66	S5.759-275	2005-04-06	\N	\N	1	Incorrect charge inv.507
o10013209	14	2004-11-02	601.68	gbp221.54	5073687	2004-10-13	\N	\N	1	2005                 !873
o10013209	13	2004-02-11	545.19	gbp201.40	4195041	2004-02-04	\N	\N	1	2004                 !873
o10013209	12	2003-01-14	707.3	gbp233.20	3152209	2003-01-07	\N	\N	1	2003                 !873
o10013209	11	2002-06-11	630.98	gbp207.90	2826577	2002-06-05	\N	\N	1	2002                 !873
o10013209	10	2001-03-20	180.98	gbp51.45	1721258	2001-03-07	\N	\N	1	2001                 !8731
o10013209	9	2001-02-08	-163.39	gbp-49.00	S1.159-596	2001-01-22	\N	\N	1	incorrect charge inv.106
